id,text,label
672,广州游行打砸抢罪犯资料公布！居然是日本间谍！@福州那点事儿 福州小猪社区 http://t.cn/zl7myfr,1
673,【日本人惯用的手法】广州警方抓获的打砸抢劫罪犯资料公布显示----带头的两名打砸抢劫罪犯竟然是日本留学生，中文系的，凭借流利的中文混入游行队伍中造势。日本人的行为固然可耻，我们也要反思--在我们的媒体和民众都在呼吁理性爱国的同时，我们的游行队伍里到底充斥着多少日本人呢？@作业本@连岳,1
674,#广州#【广州游行打砸抢罪犯资料公布！居然是日本间谍！】@广东热搜,1
675,你妹的，原来真的混入了日本间谍！大家请理性爱国@平阳水头网首席执行官 @平阳县公安局水头镇派出所 @温都社区 @如梦三下 @温州草根新闻,1
676,唉···,1
677,小日本太坏了，提示大家擦亮眼睛不要上当！,1
678,我在九一八：日本无时不刻的还在做他的大国梦 他们像野兽一样渴望抢占土地 一直对我们中国虎视眈眈 对于日本我们不能有放松之心 如果我们今天忘记也许下一个九一八我们又会记住 http://t.cn/zl7uL0n,1
679,果然是小日本在搞鬼！,1
680,国人最劣根性就是跟风~~~,1
681,日本留学生，冒充国人带头打造抢烧！,1
682,请大家转发，提醒国人。。。。。。。两名带头打砸抢的罪犯都是日本留学生。。。,1
683,分享图片,1
684,可恶的日本鬼子,1
685,今天的郑州 BT啊,1
686,愚蠢的风者，没大脑。,1
687,据博友@鄭鄭鄭鄭鄭 爆料【广州警方近日抓获打砸抢罪犯部分资料公布，疑似有日本人恶意煽动】消息未经证实，假的希望辟谣，真的盼望扩散，总之，大家请应理性爱国。,1
688,【自产自杀木马:360发家史绕不过去的那一段】360安全卫士的发家史上，有许多不光彩。其中之一便是自产木马病毒，利用安全卫士和杀毒两个不同部门，自产自杀，欺骗广大用户。流氓出身，后来虽然当了警察，但流氓本性一直不变。,1
689,中国人要明智！,1
690,#918#广州正佳广场。不是本人拍的，群里看到的。现在正佳那段路被封了。,1
691,东街口啊   我都想参加了  哈哈@庄宇希是个安静的疯子 @95Cherish小鸡 @-翁晓炜999,1
692,沸腾了，成都春熙路景象。。。,1
693,成都今天疯了，小日本[怒],1
694,"有一个日本人,我们不能骂。这是他第一次被自己国人殴打，被日本右翼分子殴打，恐吓，说他不是日本人 帮中国说话。当初天天向上直播上聊到了侵华战争。浩二没有说话，而是直接跪下来给观众道歉。这是节目组始料未及的。在某论坛道“就算被打，我也还是很爱中国。”浩二，中国就是你的家",1
695,对于近日打砸抢地报道万感痛心！理性爱国什么时候才能做到啊！？自己喝毒药想让别人难受怎么可能[晕]无论下面的图文真与假，对我们都是个警告[话筒][围观]长点心吧！中国人！,1
696,"【患癌女子咳出肿瘤痊愈 将申吉尼斯纪录】英一名女子一次吃药时狂咳不止，后竟然咳出约2厘米长的肿瘤组织。医生说，如果肿瘤没被咳出，她的存活几率不超过五成。“医生对我说，看上去你咳掉了癌症,恭喜。”她决定申请吉尼斯世界纪录，当世界上首个咳出完整肿瘤组织的人。http://t.cn/zl7mQP6 @江苏新闻",1
697,【骗局新出 吓得你发冷汗】还记得那些在地铁站拦女孩，装什么闹分手，夫妻吵架的可怕男青年们吗？现在这个案例出现新骗法了，一波三折红脸黑脸都有。在惊恐状态下人可能脑子会木，小心此时出现在你身边的每个人。转给你身边的女性朋友吧！~~@点子总动员,1
698,【基友月饼?!】这神马情况？还有这种月饼？！你会吃不？[偷笑] http://t.cn/zlzGUtN,0
699,"有一个日本人我们不能骂!他是矢野浩二,回国后被本族人打了,浩二应该得到我们的尊敬,那次天天向上直播谈到日本侵华战争的时候,浩二没有说话,而是跪下来给观众道歉,据说浩二被打住院后日本右翼分子仍不肯放过浩二,还扬言要蹂躏他女朋友,但是浩二却高声叫道：没人能阻止我爱中国! 为他转发吧。",1
700,【最新消息（免责声明：真实性由大家判断，空穴来风，未必无因）】广州抓获的打砸抢罪犯资料公布：其中两名带头打砸抢的罪犯是日本留学生。凭借流利的中文，混入游行人群中带头造势，进行非法行为，导致一些麻木的跟随者捣乱，让我们的同胞蒙受损失。大家记住这两个人的相片！[怒]@关注钓鱼岛的事件,1
701,因为2块钱，特警暴打司机，随即被司机一招KO！！貌似死了。在外面别太横，你不知道谁是BOSS！http://t.cn/zlznn1p,1
702,爱尔兰瑞尔航空公司今早公布的新LOGO。。。你们赢了！[威武][神马][围观][给力][囧],1
703,【军车恐吓交警】@大连电台小巍:  南京交警拦截一辆逆行还闯红灯的军车，军车不但不停车，反而顶着交警往前推！见交警不让开，军车司机探出头来，指着交警骂脏话。见交警还是要执法，坐在军车后座的男子下车，指着交警威胁到：“信不信，我整死你！”,1
704,【日媒称中国海军护卫舰出现在钓鱼岛附近】日本富士新闻网报道，据日本政府人士透露，两艘中国海军护卫舰出现在钓鱼岛西北80海里海域。这是中国海军首次出现在这一地区。http://t.cn/zlZwYBX,0
705,爱尔兰瑞尔航空公司今早公布的新LOGO……[衰],1
706,爱尔兰瑞尔航空公司今早公布的新LOGO……via@白丁2008,1
707,【爆料】爱尔兰瑞尔航空公司昨天公布的新LOGO。。。 有人可以解释一下哇。。。（图by辛梓UK_歆）via@news上海,1
708,爱尔兰瑞安航空公司今天公布的新LOGO，节操掉了一地... @全球创意工场,1
709,爱尔兰瑞尔航空公司今早公布的新LOGO……「via白丁2008」（关注@GayHostel）,1
710,南京交警拦截一辆逆行还闯红灯的军车，军车不但不停车，反而顶着交警往前推！见交警不让开，军车司机探出头来，指着交警骂脏话。见交警还是要执法，坐在军车后座的男子下车，指着交警威胁到：“信不信，我整死你！”......  by：大连电台小巍  @阿伯揭露专区,1
711,爱尔兰瑞尔航空公司昨天公布的新LOGO。。。 有人可以解释一下伐。。。[bed凌乱]（图@辛梓UK_歆）,1
712,爱尔兰某航空公司今早公布的新LOGO……[黑线] （via：白丁2012）,1
713,【芙蓉姐姐就这么走了】芙蓉姐姐于下午13点左右在家中自杀身亡，原因不明！@济南草根新闻 @草根功仔 @小豆豆往前走,1
714,据网友首席观察爆料: 【芙蓉姐姐就这么走了】芙蓉姐姐于下午13点左右在家中自杀身亡，原因不明！ [泪][泪][泪][泪]求证下,1
715,【芙蓉姐姐就这么走了】芙蓉姐姐于下午13点左右在家中自杀身亡，原因不明！,1
716,求证：首席观察: 【芙蓉姐姐就这么走了】芙蓉姐姐于下午13点左右在家中自杀身亡，原因不明！又是炒作？,1
717,求证？【芙蓉姐姐就这么走了】芙蓉姐姐于下午13点左右在家中自杀身亡，原因不明！,1
718,"@芙蓉姐姐 19日在微博中称：“永别了，这个世界！”引网友关注。有网友爆料：芙蓉姐姐于下午13点左右在家中自杀身亡。家人发现后报案,目前警方已介入调查。而@芙蓉姐姐助理 今日发微博称：这个世界给了她太多的不理解，哪怕她再怎么努力，或许离开也是一种解脱。祝福我们一直敬爱的“姐姐”。（转）",1
719,【@芙蓉姐姐 就这么走了】[泪]芙蓉姐姐于下午13点左右在家中自杀身亡，[蜡烛]原因不明！目前警方已介入调查。怎么会这样啊？哎可惜了！愿一路走好！@人民网 @扬子晚报 @孔庆东 @郭德纲 @何炅 @谢娜 @南方都市报 @中国新闻网 @有报天天读 @凤凰卫视 @爱奇艺娱乐 @微博同城会 @马伊琍 @刘晓庆 @张泉灵,1
720,生命太短，没留时间给我们每日带着遗憾醒来。所以去爱那些对你好的人，忘掉那些不知珍惜你的人。（晚安）,0
721,证实芙蓉姐姐 自杀，抢救无效，起因是怀孕三个月被男朋友抛弃，又被其骗走所有钱财，房产，不辞而别，芙蓉姐姐吞下50颗安眠药后割脉自杀。@Mr_Q美国代购,1
722,"地沟油的记者李翔,死了, 身中10余刀,惨死。他为全国不能吃特供的十多亿人民的食品安全努力过。他付出了年轻的生命位中医告诉,要检测是否地沟油的最简单方法是:在炒菜时放一颗剥皮的蒜头。蒜子对于致癌的黄曲霉素最敏感。如果蒜子变红色,就是用地沟油,含有大量黄曲霉素。食油良好的话,蒜子是白色的",1
723,爱尔兰瑞安航空公司今天公布的新LOGO，节操掉了一地...,1
724,东北证券吉林公主岭营业部今天上午被愤怒的股民点燃.,1
725,爱尔兰某航空公司刚公布的新LOGO，我瞬间就邪恶了~,1
726,原来，日本人从来都不用三文鱼做刺身吃的。蔡澜 正统的日本铺子，绝对不会卖三文鱼刺身，因为他们老早知道它的虫极多，只能用盐腌制过后烧熟来吃 三文鱼鱼肉颜色一直保持鲜红，即使腐坏了也不变，又闻不出异味，要非常非常小心 爱鱼生的各位要小心啦！（做一个睿智 聪慧的女人就关注@女生要懂的智慧）,1
727,【中国六大发明】1象棋：中国政治象征，一切为了保帅；2麻将：中国国民象征，彼此算计只为自己成功；3围棋：中国思维象征，一切都是非白即黑；4军棋：中国官场象征，官大一级压死人；5杂技：中国现状象征，折腾来折腾去都是维稳；6武术：中国军事象征，架式吓人，没见谁制服过谁。,1
728,【股市火了】,1
729,爱尔兰瑞尔航空公司今早公布的新LOGO…你们赢了！,1
730,【染香真人照】自称李敖第二染香第一。天生胸狠，迷人的五毛党主席，最犀利的时事评论员的@染香 终于在东方卫视露面。这就是传说中调侃过不少男人的染香。据说其叫余进，曾经的杭州高考状元，清华高材生，流血剑桥。。。。,1
731,【染香写真曝光】自称李敖第二，染香第一。天生胸狠，迷人的五毛党主席，最犀利的时事评论员的 @染香 终于在东方卫视露面。这就是传说中调侃过不少男人的@染香 。其真名叫余进，曾经的杭州高考状元，清华高材生，流血英国剑桥…,1
732,本条微博转发数过1000，我上传马指导唱歌视频，大伙晚安~,0
733,【侵入我钓鱼岛的日本警察被中方扣留】最新时讯，据新加坡路边社报道，21日登上中国钓鱼岛的三十二名日本警察被中国军方扣留，目前正被押往中国福建省。日本自卫队已派出军舰追赶。如果是真的？中国雄起！[给力][加油][国旗],1
734,"有一个日本人,我们不能骂。这是他第一次被自己国人殴打，被日本右翼分子殴打，恐吓，说他不是日本人 帮中国说话。当初天天向上直播上聊到了侵华战争。浩二没有说话，而是直接跪下来给观众道歉。这是节目组始料未及的。在某论坛道“就算被打，我也还是很爱中国。”浩二，中国就是你的家！",1
735,世界上最恶劣的村民 就在中国。,1
736,【 辽宁盘锦1村民被民警枪杀续：系政府违法强拆】 兴隆台区有关部门在没有和村民达成拆迁补偿协议、且没有法院判决的情况下违法强拆，导致矛盾迅速激化----,1
737,郭德纲和于谦最新段子《屌丝青年》笑死人！！!http://t.cn/zlvEBLA 德云社庆纲丝节，郭德纲称“给我三千城管，我能收复日本。”,0
738,"來了來了啦~~~這張我覺得有 ""清新自然""的感覺 @羅志祥",0
739,【抵抗强拆，女子在公安局被扒光】前天下午六点左右，一中年女子在贵州盘县红果大街上裸奔，家属称，这名女子因抗强拆被抓到公安局，她在公安局内就被扒光，公安局打赌称这名女子不会跑出公安局。结果。。最后围观人越来越多，公安部门已经感觉到事态严重性，,1
740,【80吨国库黄金下落不明】 @左小祖咒 80吨国库黄金下落不明 香港《动向》：财政部、央行、监察部和审计署已经成立专案组，调查存放在八个省市国库内的黄金储备有八十吨下落不明。列作调查的有山东济南三号黄金库、江西南昌五号黄金库、福建三明七号黄金库。 http://t.cn/zl2SZht,1
741,【太活跃的鱼千万别买】去买鱼，结果看到摊贩往水盆内加入一种白色粉未，迅速用手搅拌，一会功夫白色粉未溶解，将半死不活的鱼虾倒入其中，一会儿就活蹦乱跳开，仿佛刚从河中捕回来的。这是一种能够致癌的催化剂，俗称鱼浮灵，也对智力有影响。相互转告一下，有必要让更多的人知道！@揭露社会黑与白,1
742,"公安网监 9:50紧急通告，请大家要速传！如果你收到《2012年度工资调整方案》,在任何环境下请不要打开它，且立即删除它。如果你打开了它，你会失去个人电脑上的一切东西。是一个新的病毒，已经确认了它的危险性， 而杀毒 软件不能清除它。他的目标是摧毁个人电脑。 请马上转发，这病毒猛烈仅次于灰鸽。",1
743,前日晚，邯郸市邯山区区长张海忠在办公室被砍断脖子，当场死亡。,1
744,"摸奶无罪:请尽情摸MM的""奶""吧！！！[花心] [花心] 史上最牛的节日摸奶节。[来] 在彩云之南的楚雄，至今还盛行“摸奶节”，[来] 每年阴历七月十四到十六，摸奶节狂欢场面解密》》 http://t.cn/zlL9Obz",1
745,【图中可看出一个领导的情怀】某省某地纪委书记汪同志认为网民是暴民是敌人，但他对同是日籍网民的苍井空却是十分的暧昧......纪委书记大人爱憎分明！by网络 更多热点新闻请关注@新闻坊,1
746,【潮汕过节】潮汕的那些中秋夜！[满月]今年中秋，你回家么？　@全球潮汕,0
747,千万注意！！！,1
748,红海巨蛇： 红海巨大的蛇被埃及科学家终于抓到了。 这条蛇是世界上最长的一条，巨大蛇害死了320游客和1​​25埃及潜水员，八名埃及潜水员合作杀害了红海巨蛇！ 这八位潜水员就是埃及的骄傲[good] 我在:http://t.cn/zl4ffKl,1
749,"有一个日本人我们不能骂!他是矢野浩二,回国后被本族人打了,浩二应该得到我们的尊敬,那次天天向上直播谈到日本侵华战争的时候,浩二没有说话,而是跪下来给观众道歉,据说浩二被打住院后日本右翼分子仍不肯放过浩二,还扬言要蹂躏他女朋友,但是浩二却高声叫道：没人能阻止我爱中国! 为他转发吧。",1
750,#红海巨蛇# 红海巨大的蛇被埃及科学家终于抓到了。 这条蛇是世界上最长的一条，巨大蛇害死了320游客和1​​25埃及潜水员，八名埃及潜水员合作杀害了红海巨蛇！ 这八位潜水员就是埃及的骄傲[good] @广州ACI职业模特培训认证中心,1
751,【孔子诞辰】今天是9月28日，孔子2563年诞辰。1939年国民政府将孔子诞辰日为教师节。现联合国教科文组织及中国台湾和香港教师节，都定在孔子诞辰日9月28日。在此呼吁，将教师节改为每年的9月28日，这不仅仅是为了纪念一位伟大的老师，更希望以此唤醒国人对一个伟大和悠久的文化传统的尊重和信奉。,1
752,【敢吃大闸蟹的人，是世界上最“勇敢”的人】《壹周刊》记者把12只大闸蟹送去化验，结果发现11个样本有土霉素，6个样本有氯霉素。土霉素属“过时”抗菌素；而氯霉素属香港违禁物质，因会压抑骨髓功能，导致贫血、抵抗力下降和凝血困难问题。孕妇吃了含有土霉素的毒蟹，胎儿的骨质会变灰、变脆。,1
753,据悉明天很多上班族都将集体迟到，因为他们的闹钟设置的条件是「工作日」! 所以该干什么了，你懂的。[酷],0
754,别用正在充电的手机接听电话，关爱自己和他人，切记！！,1
755,【全程大堵车，长沙上映动作大片。】上班路上，千里车流，万里人潮。望大街内外，车行如龟，司机烦躁，一步不动，总是红灯憋出尿。交通如此多焦，引无数大款上公交。惜奥迪A6，慢如蜗牛。奔驰宝马，无处发飙。一代天骄，兰博基尼，泪看电摩把车超。俱往矣，还数自行车，边蹬边笑。@长沙时尚生活圈,1
756,天天向上节目主持人 矢野浩二 因在节目中说“钓鱼岛是中国的”而被日本 右 翼 分 子 视为 国 贼，在9月25日晚20点，被右 翼 分 子 下毒害死，享年38岁。,1
757,【敢吃大闸蟹的人，是世界上最“勇敢”的人】《壹周刊》记者把12只大闸蟹送去化验，结果发现11个样本有土霉素，6个样本有氯霉素。土霉素属“过时”抗菌素；而氯霉素属香港违禁物质，因会压抑骨髓功能，导致贫血、抵抗力下降和凝血困难问题。孕妇吃了含有土霉素的毒蟹，胎儿的骨质会变灰、变脆。,1
758,【静安，再见……】【全文】http://t.cn/zl5OXSy,1
759,【中美护照对比】美国护照中写着：“不管你身处何方，美国政府都是你强大的后盾”。在中国护照中写着：“请严格遵守当地的法律，并尊重那里的风俗习惯”。微评：美国说，出去了有人欺负你，招呼一声，咱修理他！中国说，出去了老实点，听人家的话，好好干，少惹麻烦。[草泥马],1
760,【中美护照对比】美国护照中写着：“不管你身处何方，美国政府都是你强大的后盾”。在中国护照中写着：“请严格遵守当地的法律，并尊重那里的风俗习惯”。微评：美国说，出去了有人欺负你，招呼一声，咱修理他！中国说，出去了老实点，听人家的话，好好干，少惹麻烦。[草泥马],1
761,“公主”安妮·海瑟薇结婚了！！外媒曝：美国时间9月29日本周六，29岁的安妮·海瑟薇(Anne Hathaway)与31岁的电影制作人亚当·舒尔曼(Adam Shulman)在加州大苏尔的Coastal镇上举行了婚礼。婚礼装扮灵感来源于自然，许多树枝被用作布置婚礼现场。两人相恋四年，2011年底订婚。恭喜恭喜[喜][心]！！(转),0
762,《静安，再见……》国务院将于近日正式批复上海市《关于撤消静安区建制将原静安区行政区域拆分划入长宁区和黄浦区的请示》，同意自2013年1月起撤消上海市静安区，以富民路--常德路为界线，其西面整体并入上海市长宁区；其东面整体并入... http://t.cn/zlVnZ9i,1
763,FBI今日机密情报④【男生失踪9天后遗体被发现只剩骨架】据报道黄埔石化中学初一2班周小龙离奇失踪9天后终于被找到。遗体在他回家路边的小山包上被发现，全身皮肤肌肉器官荡然无存，仅剩骨架及一点残留的头发，校服却完好穿在身上，手段残忍离奇让村民感到恐慌。目前黄埔警方正在抓紧侦破此案（转载）,1
764,【10.1投票汇总】CCTV音乐http://t.cn/zlUuNf3流行音乐榜http://t.cn/zlcRUnr男生女生杂志http://t.cn/zlqzmpa 泡泡娱http://t.cn/zlqwGt1华语音乐流行榜http://t.cn/zWr4jaM最受欢迎男歌手http://t.cn/zWbgE9l微群人气http://t.cn/hBuzIM主吧签到http://t.cn/bdRhh百度新闻人物http://t.cn/ausyCF,0
765,【敢吃大闸蟹的人，是世界上最“勇敢”的人】《壹周刊》记者把12只大闸蟹送去化验，结果发现11个样本有土霉素，6个样本有氯霉素。土霉素属“过时”抗菌素；而氯霉素属香港违禁物质，因会压抑骨髓功能，导致贫血、抵抗力下降和凝血困难问题。孕妇吃了含有土霉素的毒蟹，胎儿的骨质会变灰、变脆。,1
766,《静安，再见……》国务院将于近日正式批复上海市《关于撤消静安区建制将原静安区行政区域拆分划入长宁区和黄浦区的请示》，同意自2013年1月起撤消上海市静安区，以富民路--常德路为界线，其西面整体并入上海市长宁区；其东面整体并入... http://t.cn/zlVnZ9i,1
767,#静安，再见。。。# 国务院将于近日正式批复上海市《关于撤消静安区建制将原静安区行政区域拆分划入长宁区和黄浦区的请示》，同意自2013年1月起撤消上海市静安区，以富民路--常德路为界线，其西面整体并入上海市长宁区；其东面整体并入上海市黄浦区；涉及拆分的街道做相应的调整。,1
768,四川藏区需要4﹣10岁孩子的衣服和鞋子，新旧不限，洗干净就好。地址：四川省甘孜藏族石渠县西区长沙贡马乡小学，邮编：627350 校长：达洼 15884044467。如果没有合适的衣服，转一下贴也好，一下简单的动作，能给孩子更多温暖！,1
769,【静安区将被撤销！拆分划入长宁、黄浦二区】国务院将于近日批复上海市《关于撤消静安区建制将原静安区行政区域拆分划入长宁区和黄浦区的请示》，同意自2013年1月起撤消上海市静安区，以富民路--常德路为界线，其西面整体并入上海市长宁区；其东面整体并入上海市黄浦区；涉及拆分的街道做相应的调整。,1
770,"除了双膝跪倒，普通中国人还能怎么办？——为了保住学校，学生家长已经坚持了四天——浙江省缙云县大洋镇中心学校，被纳入“撤并”对象，五六百初中生适龄学童，需走六七十里路求学 。记者采访车刚开到现场,村民就跪倒一片——大洋村村民已经坚持四天了。多转发一次就多份希望！@头条新闻 @刘春",1
771,这是普陀山，你信吗?以后黄金周拒绝一切国内行，要么出国要么宅家!,1
772,问天LF: 李盟盟，21岁，河南开封县陈留四中学生，今年高考565分。因县招办失职把她的志愿申请锁在柜子忘了提交，造成任何大学都上不成。河南省高招办回应，此事不予处理！李盟盟是农村孩子，为供其上学妹妹辍学打工，父亲打工摔断了腿。你的一次转发也许就能帮她改变命运！试试能否创造奇迹！,1
773,【用电饭煲做菜吧---电饭煲卤仔排】   想烧道大肉菜，需要在厨房里折腾好一会，不如交给电饭煲吧，只需要设置下时间，就可以放心的离开热厨房了。 【电饭煲卤仔排】材料：子排2斤 酱油60克  葱酱若干...  --分享@子瑜妈妈 微刊《子瑜妈妈的美食》http://t.cn/zlS3oux,0
774,【红色高棉暴行】特制的钻机。从人后脑钻开0.8×2公分的孔洞，再从头顶钻眼，即可取出完整的人脑。当时许多酷刑如割喉、钻脑、活摔婴儿等，传自中国援柬的“专家与技术人员”，连专门拍摄临刑囚犯的照片以供存档与欣赏的摄影师，也是由中国培训的。,1
775,【求证! 华山捅人是党委书记妻子】周孝德，陕西西安理工大学党委书记，本月3日，一家三口，在天竺山国家森林公园遊玩時，因排队问题与他人发生争执，其妻用水果刀捅伤一女生背部、大量出血。伤情已基本稳定，伤人者家属周孝德前往医院看望了伤者，並送去1万元的医疗费，案件正待调查。@超粤 期待真相!,1
776,【喝易拉罐一定要吸管】一妇女喝了罐饮料，被送进医院，离开了世界。验尸死于於细螺旋体病，追踪她喝的饮料，是直接用罐对嘴饮用。实验证明罐头受到鼠尿感染细螺旋体病毒。鼠尿含有毒性和致命物质。因罐头运输过程没有清洗的。研究显示罐上面的毒菌很多，请转给你关心的朋友。,1
777,【喝易拉罐一定要吸管】一妇女喝了罐饮料，被送进医院，离开了世界。验尸死于於细螺旋体病，追踪她喝的饮料，是直接用罐对嘴饮用。实验证明罐头受到鼠尿感染细螺旋体病毒。鼠尿含有毒性和致命物质。因罐头运输过程没有清洗的。研究显示罐上面的毒菌很多，请转给你关心的朋友。,1
778,"【海底捞奇招：顾客等位时叠千纸鹤 一个可抵5毛饭钱】据网友""NOAH李达""爆料，上海一家海底捞为留住顾客又出奇招，等位时叠千纸鹤，一个可抵5毛。牛，千方百计留住等待的客人，千方百计让等待的客人不那么无聊。网友评论，人类再再一次不能阻止海底捞了，海底捞你真的学不会！#黄金周出行日日报#",0
779,"爆炸性新闻：有人拿着@工商银行 销售的一公斤黄金，附带证明和发票，拿到金银加工厂出售，经过核实，的确是工商银行出售的，加工厂老板就收了，检验黄金的精确纯度，必须去南京，结果一周后报告来了，该金条参杂了“铱'""。另说中国市场40%金条用铱或钨掺假http://t.cn/zWE2eNC",1
780,"【家里有买实物金条投资的赶快去做鉴定，出大事了！】中国市场40%金条用铱或钨掺假。有人拿着工商银行销售的一公斤黄金，附带证明和发票，拿到金银加工厂出售，经过核实，的确是工商银行出售的，加工厂老板就收了，检验黄金的精确纯度，必须去南京，结果一周后报告来了，该金条参杂了“铱'""。",1
781,分享图片：县长夫人在巴黎!,1
782,电视台请一抗日老英雄做节目，主持人问：当年您为什么要打鬼子？ 老人说：当年小鬼子在我家乡烧杀抢掠。主持人又问：那您老现在最大的心愿是什么？老人答：我想有一把枪，把我们书记乡长毙了，他们比小鬼子还祸害人......http://t.cn/zWgCOCg（转）老爷子[威武][威武][赞][赞],1
783,【喝易拉罐一定要吸管】一妇女喝了罐饮料，被送进医院，离开了世界。验尸死于於细螺旋体病，追踪她喝的饮料，是直接用罐对嘴饮用。实验证明罐头受到鼠尿感染细螺旋体病毒。鼠尿含有毒性和致命物质。因罐头运输过程没有清洗的。研究显示罐上面的毒菌很多，请转给你关心的朋友。,1
784,喝易拉罐一定要吸管】一妇女喝了罐饮料，被送进医院，离开了世界。验尸死于於细螺旋体病，追踪她喝的饮料，是直接用罐对嘴饮用。实验证明罐头受到鼠尿感染细螺旋体病毒。鼠尿含有毒性和致命物质。因罐头运输过程没有清洗的。研究显示罐上面的毒菌很多，请转给你关心的朋友。,1
785,【敢吃大闸蟹的人，是世界上最“勇敢”的人】《壹周刊》记者把12只大闸蟹送去化验，结果发现11个样本有土霉素，6个样本有氯霉素。土霉素属“过时”抗菌素；而氯霉素属香港违禁物质，因会压抑骨髓功能，导致贫血、抵抗力下降和凝血困难问题。孕妇吃了含有土霉素的毒蟹，胎儿的骨质会变灰、变脆。,1
786,近日，网友在网上曝光了韩星张根硕的证件照，引起“鳗鱼”（张根硕粉丝）热烈讨论。有粉丝称赞张根硕的脸型无可挑剔。详情戳http://t.cn/zlpOyDQ 更多韩娱资讯请关注@碰碰韩流,0
787,【网传“女警官”丢名表开数辆豪车堵度假村】“公安局的丢了20余万元手表，开宝马奔驰堵路？”10月7日，一条关于“女警官”泡温泉丢名表后，因协商无果开车堵住度假村进出口的微博引起网友关注。据网友爆料，堵车行为造成20余人滞留酒店，泰顺警方已介入，因失主官大没办法处理。http://t.cn/zlpiViL,1
788,国务院将于近日正式批复上海市《关于撤消静安区建制将原静安区行政区域拆分划入长宁区和黄浦区的请示》，同意自2013年1月起撤消上海市静安区，以富民路--常德路为界线，其西面整体并入上海市长宁区；其东面整体并入上海市黄浦区；涉及拆分的街道做相应的调整@上海长宁 @上海育音堂@上海发布@上海壹周,1
789,中国云南双柏县鄂家镇彝族传统文化的庆典节日，时间为每年阴历的7月14-16三天，“摸奶节”期间男人以摸到奶为吉祥，女子们以被摸奶为吉利。节日起源于隋朝年间。在这三天内是男人就高兴地摸，是女人就要愉快地接受被摸。是真是假？！转发！评论！！求考证！！进入高清大图>>>http://t.cn/zlpDKHb,1
790,【喝易拉罐一定要吸管】一妇女喝了罐饮料，被送进医院，离开了世界。验尸死于於细螺旋体病，追踪她喝的饮料，是直接用罐对嘴饮用。实验证明罐头受到鼠尿感染细螺旋体病毒。鼠尿含有毒性和致命物质。因罐头运输过程没有清洗的。研究显示罐上面的毒菌很多，请转给你关心的朋友。,1
791,【警官丢表，宝马奔驰堵路，胆大包天！】@熊妈妈的微博：今天早上，奔驰和宝马车车主，据传闻是公安局的人，称其价值20余万元的手表在泰顺玉龙山度假村遗失，就用私家车把酒店过道堵死。报警2个小时，还不见交警拖车。造成20余人滞留。据酒店方面了解，泰顺警方已介入，可惜失主官大，没办法处理！,1
792,【特供瀑布】中国最大的瀑布——黄果树瀑布，早就没有多少水了，但只要大领导一来，瀑布还是气势磅礴。原来上面有水库，可以开闸放水。这年头，竟然连风景都有特供！！ @袁裕来律师,1
793,【特大好消息】继北京出台95岁老人看病不要钱后，山东泰安宣布100岁可免费登泰山，初步预估：接下来应该有城市跟进宣布110岁放宽生3胎政策，120岁老人可分配住房，130岁可取消一夫一妻限制！希望大家注意保重身体，好日子在后头呢。大家努力活过100岁！（南都）,1
794,秋天到了，冬天还会远吗？未来的“文化部部长”兼“二人转转长”山本大叔昨晚已被控制，清算倒计时。拔出萝卜带出泥，洗都洗不干净啊。。。。。。,1
795,【人大代表建议将法定结婚年龄降至18周岁】亲们，咨询得知，新的婚姻法中规定男女双方只要年满18周岁就可以结婚了啊，并不是之前的男方22、女方20噢。而且结婚证是国家级证书，加3个学分现在大学期间结婚，学费减半；跨民族结婚，生一个孩子奖励一万 源：新浪新闻http://t.cn/zO5aW13,1
796,十万火急-----谁的群多？请帮忙转一下：一个重庆打工者，22岁，叫吴云飞，不知道在什么地方，请他速回重庆，直接到重庆鱼嘴人民医院。家中失火，父母双亡，妹妹伤势很严重，想见他最后一面。舅舅：15523263869——爱心接力。【新中飞】,1
797,再去武大，已无牌坊！非要拆掉？@章立凡 @袁裕来律师 @老徐时评 @徐昕 @杨锦麟 @左小祖咒 @于建嵘 @袁飏先生,1
798,今天所有相信Temple run有终点并且转发微博的童鞋，劳资来毁你们三观了，看看 尼玛够不够五亿啊。说好的大都市呢？说好的尽头呢？坑爹啊 有木有啊！！！（via 人网友肖智远）,0
799,TMD所有相信Temple run有终点的人，劳资来毁你们三观了，看看 尼玛够不够五亿啊。说好的大都市呢？说好的尽头呢？坑爹有木有啊！！！「人人网友肖智远」,0
800,湖南省交通厅原副厅长李晓希在今年两会上说；目前，我国《刑法》对贪污受贿量刑太轻了。如果贪污受贿50万元就被枪毙，就不会有人敢腐败了。话刚说完，他因涉嫌贪污受贿2亿元，被省纪委立案调查！贪腐50万就枪毙，不知李副厅长2亿元该枪毙多少次！,1
801,【三陪女在法庭上的“精彩陈述”】审判长先生：我作为一名三陪女，站在这个庄严的法庭上我感到羞耻。我曾给原市委书记韦君梓做过两年二奶（也可能是三奶、四奶）。今天在座的人里，有我以前的顾客，现在却来审判我！ 审判长随即断喝：法警立刻把被告人押出去！！转,1
