id,text
338,王思想: 【他爸真的是李刚】河北“我爸是李刚”案件主角李启铭已出狱。原本被判六年，真实服刑不过2年半。
339,王思想: 【他爸真的是李刚】河北“我爸是李刚”案件主角李启铭已出狱。原本被判六年，真实服刑不过2年半。
340,【不患寡而患不均】获悉赵红霞或判15年以上，我震精了！ 一些人眼中，她是十恶不赦的拜金女，为了钱 财出卖肉体和灵魂；一些人的口中， 她是反腐奇女，为重庆反腐提供了最 有力的直接证据……凭此判15年？又刚听闻李刚之子驾车致死仅判6年，实际只服刑2年半！刑不上大夫，处处存在，百姓何堪？@徐昕
341,【“我爸是李刚”案件主角李启铭已出狱】记者透露，原本被判6年的李启铭，今已出狱。从被抓那天算，其服刑也不过2年半。李启铭于2010年10月16日在河北大学校区驾车致人死亡，并称“有本事你们去告我，我爸爸是李刚”。2011年1月30日，李启铭被判处6年有期徒刑，并赔偿46万元
342,“反腐英雄”赵红霞或被判15年以上；而当年凭借“我爸是李刚”一句红遍中国的李启铭却被爆出狱。6年的刑期，辛苦关了两年半终于重出江湖。现实就是这样，可以猜想如此大幅度减刑怕是当初都计划好的吧？李天一呢？是不是也计划好了？这种法律面前人人不平等的事件真的让民众很受伤！法律的威严何在？
343,#直通车爆料#【高考阅卷老师冒死揭露内幕】一位参加过高考阅卷的教师，为我们揭露了阅卷中不为人知的内幕真相！让我们惊讶于一个如此重要的、决定一个学生前途命运的考试，其分数竟然是在这样难以想象的粗放流程中产生的！！！我们想问一句，到底有多少学生，是这样被耽误的？@广东今日关注热线
344,我们还要捐款吗？雅安总人口是153万，三星、苹果、富士康三家总共捐款160000000元，平均分给雅安市的每一个人是1050000元左右，而现在还在缺物质缺钱，各地方各单位个学校还在圈钱，钱去哪里了我真不该问!再加上一个加多宝的100000000，我只想问钱呢？给老百姓的钱呢？
345,干枯的长江 俨然变成了大足球场。这不是PS ，这是长江重庆段。龙脉已断，国之呜呼！@邓飞
346,【高考阅卷老师冒死揭露内幕？！】一位自称参加过高考阅卷的教师，近日发帖揭露阅卷中不为人知的内幕真相！如果所述是真，我们不禁惊讶于如此重要的、决定一个学生前途命运的考试，分数竟然在这样的粗放流程中产生！到底有多少学生，是这样被耽误的？？求更多亲历者说法！
347,【高考阅卷老师冒死揭露内幕】一位参加过高考阅卷的教师，为我们揭露了阅卷中不为人知的内幕真相！让我们惊讶于一个如此重要的、决定一个学生前途命运的考试，其分数竟然是在这样难以想象的粗放流程中产生的！！！我们想问一句，到底有多少学生，是这样被耽误的？转
348,三亚交警开车、亮警灯！追骑摩托车三少年、结果三少年摩托车撞上卡车三个人加起来不到60岁、全部毙命！为了抓个摩托车罚200块钱、三亚交警罚钱警察不给票据、再一次站到了祖国人民眼前、请把此贴转起来！三家家长在市政府门口拉横幅抗议场景！@章立凡@何兵@中文台张婉
349,中国工商银行宣布，将无偿捐助阿根廷每名的新生儿1000比索（折合人民币大约1200元）的定期存款作为礼物。(评：计生罚款强迫干掉自家的孩子，去资助别人家孩子，真聪明，博爱啊！[赞][赞][赞]) 转！
350,雅安总人口153万， 三星苹果富士康三家共捐款加起来是1亿6000万， 平均分给每个人是105万左右。 现在还在缺物资，缺钱， 各地方各组织各学校还在圈钱。 钱去哪了我们不知道，真的不知道该说啥。 再加上加多宝集团的一个亿。 还有香港一个亿。我只想问。钱呢。 给老百姓们的钱呢?
351,雅安总人口153万， 三星苹果富士康三家公司总共捐款加起来是1亿6千万， 平均分给每个人是105万左右。 现在还在缺物资，缺钱， 各地方各组织各学校还在圈钱。 钱去哪了我们不知道，真的不知道该说啥。 再加上加多宝集团的一个亿。 还有香港一个亿。我只想问。钱呢 给老百姓们的钱呢
352,#高考阅卷内幕# 惊爆：如此荒唐、草率的高考阅卷，耽误多少莘莘学子的大好前途！历经9年，终有出头之日。万万学子就等这一天，没想到高考老师竟然如此阅卷！！！一位老师冒死揭开内幕。简直草率的让人心疼。 http://t.cn/zTY5WmE
353,1945年中华民国对苏签订条约，苏联重新承认中国对海参崴的主权，但1949年，是谁将海参崴拱手相送苏联？1957年，是谁将夜莺岛送给越南？1960年，是谁将相当于整个安徽省面积的南坎、江心坡送给了缅甸？1962年是谁将长白山一分为二送给了朝鲜？。。。所有毛粉，诬蔑别人是汉奸前，请先弄清谁是真的汉奸！
354,喜欢游泳的人注意了。传说中的水鬼是真的，一般藏匿于深水污垢之处，多见水库，河沟。身体像老鼠，脑袋像侯，也称水猴，在水中力气大过牛，人遇上毫无还手之力，基本只有死亡。上岸跟松鼠力气差不多。已经出现过很多该动物在水中谋害人姓名的事例，岸上也有发生。希望更多人看到，免遭遇难！
355,主席我们还捐款吗？ 雅安总人口153万， 三星苹果富士康三家公司总共捐款加起来是1亿6000万 平均分给每个人是105万左右。现在还在缺物资，缺钱， 各地方各组织各学校还在圈钱。 钱去哪了我们不知道，真的不知道该说啥。 再加上加多宝集团的一个亿。 还有香港一个亿。我只想问。钱呢 给老百姓们的钱呢？
356,【中国工商银行阿根廷分行为新生儿赠送千元大礼】 http://t.cn/zTYYyqf 新闻称:中国工商银行宣布，将无偿捐助阿根廷每名的新生儿1000比索（相当于1200元人民币）的定期存款作为礼物。生在这样的国家，我突然感到无上光荣，计生国策干掉自己的孩子，却资助别人家孩子，中国人民很行，真的行，相当行。
357,雅安总人口153万， 三星苹果富士康三家共捐款加起来是1亿6000万， 平均分给每个人是105万左右。 现在还在缺物资，缺钱， 各地方各组织各学校还在圈钱。 钱去哪了我们不知道，真的不知道该说啥。 再加上加多宝集团的一个亿。 还有香港一个亿。我只想问。钱呢。 给老百姓们的钱呢? 修竹
358,【高考阅卷老师冒死揭露内幕？！】#高考阅卷内幕#一位自称参加过高考阅卷的教师，近日发帖揭露阅卷中不为人知的内幕真相！如果所述是真，我们不禁惊讶于如此重要的、决定一个学生前途命运的考试，分数竟然在这样的粗放流程中产生！到底有多少学生，是这样被耽误的？？[话筒]via陈天哲
359,"转【下岗夫妻双双上吊自尽，女记者失声痛哭 】 这是个双双遭遇下岗的工人家庭,因其无特长不得不在街头蹬三轮,擦皮鞋、摆地摊，为了供养孩子,夫妻二人起早贪黑,但仍入不薄出,夫妻二人绝望了,撇下两个孩子，竟双双选择自缢而死， 这是怎样一个社会,夫妻拼命干活，养不活一个家！转@拍客视线 @袁裕来律师"
360,#微热帖#【高考阅卷老师冒死揭露内幕？！】一位自称参加过高考阅卷的教师，近日发帖揭露阅卷中不为人知的内幕真相！如果所述是真，我们不禁惊讶于如此重要的、决定一个学生前途命运的考试，分数竟然在这样的粗放流程中产生！到底有多少学生，是这样被耽误的？？[怒]求更多亲历者说法！
361,【@郭美美Baby 死于澳门，你信吗？】网友 @Tinysalt 微博爆料:郭美美死于澳门，称消息已封锁长达半个月，亲属已进行交涉，骨火六月将送回大陆！
362,网传@郭美美baby 或死于谋杀，据澳门媒体传来的消息，郭美美已经意外死亡于澳门，具体原因当地警方在调查中，民间传闻死于谋杀，美美家属已经赶往澳门。郭美美自从到了澳门以后微博再无更新，孰料阴阳两隔！知情网友前往微博悼念，悲痛溢于言表，蜡烛一片！只能一句：一路走好，天堂没有红十字会！
363,经再次确认：@郭美美baby 已亡故，昨日大量爆料郭美美死于意外疑为谋杀的帖子出现，当夜郭美美给予了辟谣，但网友发现，这些照片均为4月3日所拍，场景一样，非自拍，均旁人所拍。知情人透露：郭美美香消玉殒已确定无疑，其微博帐号已被人控制。今日下午媒体将发布消息。
364,特权婚车牛逼！警车开道！交通管制！今天上午10点40分，新街口四个路口交通信号灯全红，计时不再显示，一警车开道领一婚车队伍自中山东路驶入，婚车打头的是辆陆虎，后面的车恕我眼拙，太高端没认出，绕孙中山铜像一圈后驶回中山东路。全程约四五分钟左右，路口多车鸣笛送行。大领导结婚了？
365,雅安总人口153万， 三星苹果富士康三家公司总共捐款加起来是1亿6000万， 平均分给每个人是105万左右。 现在还在缺物资，缺钱， 各地方各组织各学校还在捐钱。钱去哪了我们不知道，真的不知道该说啥。 再加上加多宝集团的一个亿。 还有香港一个亿。我只想问。钱呢？
366,我才知道原来微博也可以查看最近访客的。害我那么肆无忌惮，情何以堪啊我！
367,有日本的客户来，一起约去吃饭。无论怎样劝都不吃小龙虾，还笑嘻嘻的看我们吃。追问起理由，才知道不吃的原因。回来在网上搜了一下：居然真是这么回事情！！！！ 小龙虾是二战时期日本军队输入中国用来处理尸体的！中国过去并不出产小龙虾，小龙虾的来历要追溯到二战时... http://t.cn/zTHQATM
368,今日11时许，合肥安医二附院北楼13楼泌尿科，一名男子持刀将5名医护人员砍伤，其中一名护士长因伤势严重抢救无效身亡，年近36岁。目前警方已经赶到现场，行凶男子被警方控制。(真不想当医生了。。。。）@医院那点事
369,感谢上苍，感谢祖上庇佑，儿子仍然在我身边弹着琴。 今天下雨，平时外婆接小家伙幼儿园放学回家热热闹闹的马路国权路竟然比较冷清，离黄兴路还有大概30／50米的距离，迎面走来一个40多岁的中年妇女，没有任何征兆的手上拿着一大团白色的餐巾纸朝外婆口鼻捂过去， 我在:http://t.cn/zTQqYwa
370,高校又出凶杀案~浙江工业大学一女生在食堂门口被男友刺杀 男友的遗书令人 。。。 http://t.cn/zTQtce0
371,"【家长注意】@儿子带着我一起长大 :""今天下雨，平时外婆接小家伙从幼儿园回家所经过的国权路，今天竟然比较冷清。离黄兴路还有大概30／50米，迎面走来一个40多岁的中年妇女，没有任何征兆的手上拿着一大团白色的餐巾纸朝外婆口鼻捂过去...""详见长微博！特哈人了！转"
372,"【家长注意】@儿子带着我一起长大 :""今天下雨，平时外婆接小家伙从幼儿园回家所经过的国权路，今天竟然比较冷清。离黄兴路还有大概30／50米，迎面走来一个40多岁的中年妇女，没有任何征兆的手上拿着一大团白色的餐巾纸朝外婆口鼻捂过去...""详见长微博！转"
373,【法院无底线】湖南长沙一位小朋友上学路上捡到3万元，原地不动等失主，结果被人冒领。不知情的孩子到学校告知老师，被表扬，好人好事很快传开。真失主听说后，找上门要钱未果，竟然把孩子告上法庭。法院判决孩子家长赔偿6000元，气得家长大骂孩子：谁让你手贱捡那钱！@袁裕来律师 @于建嵘 @洪晃ilook
374,（转）云南小山村发生怪事 母猪生下8个小孩(1) - 昨天凌晨12点，云南省昆明市宜良县的一个小山村发生一件怪事，一只母猪居然生下8个男婴儿。在场所有人都不敢相信自己的眼睛！各国专家都赶到现场后都无法解释这一，奇特迹象！这将成为世界历史上的未解之迷！ http://t.cn/bleIH
375,《北大猛男，持刀刺官！！！》“可歌可泣”的是王同学投案自首之后冷冷说了一句话是 “我并不后悔。是他们不让我依靠自力生存！！！！！！”微评：认真读图文字，不要说话！[泪]
376,魔法士。。。。。。。。。用。。。。。。。。尸油。。。。。。炸。。。。。。。。。。我。。。。。。。。。。。现在。。。。。。。。。才。。。。。。。。。。。。。。。。。。知道。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。
377,【怎么鉴定地沟油】炒菜时放一颗剥皮的蒜头(蒜子)，蒜子对黄曲霉素最敏感。如果蒜子变红色就是地沟油，含有大量黄曲霉素。把你家里的油放到冰箱里2个小时，如果出现白色的泡沫一样，那就是地沟油。请发出你的爱心，转给身边滴朋友吧！@减肥常识（转）
378,各位同胞们注意了，最近内地拐卖份子阵地转移到西藏了，他们利用藏族人的同情心，通过问路或迷路等方式，拐走中小学女生，西藏各地已发生失踪女学生多起，希望我们政府注重这些问题，警力转移到这些事上，充分利用各路的检查站，让犯罪分子有来无回！不要赞，请转发。
379,【重要提醒！花露水属易燃品 涂完别马上做饭】夏天来了，蚊子也来了，需注意的是：花露水属易燃品，涂抹完之后不要马上做饭、抽烟等。花露水的酒精浓度达70%-75%；且燃点低，一般24℃就能燃烧。花露水燃烧有多可怕？看动态图就知道了。切记！速速转走。（央视新闻）
380,【屌丝中奖一夜变高富帅 买豪车回单位辞职得瑟】上海青浦区练塘一位20岁出头小伙买彩票，中了6000万，税后4800万。然后，他开着兰博基尼LP700跑车到单位高调辞职，还请全车间吃饭，饭店订30几桌，每人一条熊猫香烟。据说当时厂领导的脸一会红一会绿。屌丝逆袭，一夜变高富帅啊。（猫扑）
381,【提醒！花露水属易燃品 涂完别马上做饭】夏天来了，蚊子也来了，需注意的是：花露水属易燃品，涂抹完之后不要马上做饭、抽烟等。花露水的酒精浓度达70%-75%；且燃点低，一般24℃就能燃烧。花露水燃烧有多可怕？看动态图就知道了。切记！速速转走。[爱心传递]（转）
382,孩子啊，妈去街上卖点山竹，挣完钱了给你买点肉吃吃，娘知道你一星期没吃到肉了。”重庆一妇女对她孩子说。孩子开心回答：“好啊，中午我在家洗菜淘米，等你回家来烧饭哦” ——想不到半路上遇到城管执法把她推下台阶！竟成了永别！旁边的小贩说，这名妇女卖水果辛苦拉扯3个孩子
383,【重要提醒！花露水属易燃品 涂完别马上做饭】夏天来了，蚊子也来了，需注意的是：花露水属易燃品，涂抹完之后不要马上做饭、抽烟等。花露水的酒精浓度达70%-75%；且燃点低，一般24℃就能燃烧。花露水燃烧有多可怕？看动态图就知道了。切记！速速转走。（央视新闻）
384,【重要提醒！花露水属易燃品 涂完别马上做饭】夏天来了，蚊子也来了，需注意的是：花露水属易燃品，涂抹完之后不要马上做饭、抽烟等。花露水的酒精浓度达70%-75%；且燃点低，一般24℃就能燃烧。花露水燃烧有多可怕？看动态图就知道了。切记！速速转走。（央视新闻）
385,《被抓到然后被解放然后解放别人然后又被抓到然后又跑了然后又去解放自己的妻子然后放了一分钟又被抓起来的姜戈》又被解放了。明天正式上映。另外，明天还是日本电影3D版贞子内地上映的日子，同胞们敢不敢让它的票房为零。虽然我不敢，但是我相信你们敢，加油吧！
386,【提醒！涂完花露水切勿接触明火！】夏天来临，蚊子出没。花露水必不可少！不过，花露水属易燃品，一般花露水里面的乙醇浓度在70%—75%，最低也会达到30%以上；且燃点仅为24℃。所以，涂完花露水后如遇明火...将会发生闪燃现象！所以：涂完花露水后，请远离火源！否则......
387,【重要提醒！花露水属易燃品 涂完别马上做饭】夏天来了，蚊子也来了，需注意的是：花露水属易燃品，涂抹完之后不要马上做饭、抽烟等。花露水的酒精浓度达70%-75%；且燃点低，一般24℃就能燃烧。花露水燃烧有多可怕？看动态图就知道了。切记！速速转走
388,菲律宾精英特种部队中校帕奎奥对南海局势发表强硬讲话。他揶揄某国军队只能在踢正步项目上世界第一。帕奎奥中校的话引起在场各界人士一片笑声。
389,【有车的朋友注意了 加油员频繁跳枪那是在偷你的油！】你肯定遇到过这种情况：加油员在加油时突然停掉油枪，然后又打开，又停掉，这样来回几次，那么他就是在偷你的油！以后一定要下车看他操作，有这个小动作马上警告他：加油请不要中间停顿！一般他们会懂的[c无语]整理自新浪新闻、新华网等各大官媒。
390,【这是两回事】外交部新闻发布会，记者问为何中国要实行网络实名制？华春莹答：“每个人都必须为其言论负责。现在有一些人利用网络造谣，所以必须实行实名制。”“是否每个人都需要对自己的行为负责？”记者又问：“既然如此为何没人对四川地震豆腐渣工程害死儿童的负责？”华春莹答：“这是两回事！”
391,周立波：我11名船员被杀，政府没有表态；利比亚丢掉400亿，政府不敢讲话；韩国海警先打人，政府没有力争；… …。联想到：美国护照中写着：“不管你身处何方，美国政府都是你强大的后盾”。在中国护照中写着： 请严格遵守当地的法律，并尊重那里的风俗习惯。”   http://t.cn/zTBdgcN
392,40分钟的生命权值多少钱？美国一死囚执行死刑前，照例大吃一顿。这家伙吃了大餐还喝了红酒，没想突发脑溢血当场挂了。比执行死刑早死了40分钟。其亲属因此状告监狱：救护不力，明知高血压还让喝酒，让死囚丧失了本应享受40分钟的美好生命。官司赢了。40分钟的价值是350万美元。@波波船长
393,用一次性筷子做笋干炒肉，好吃哦
394,一种最新骗术 请大家一定要看看，并引起警惕： 一.近日，社会上出现了一种最新骗术，骗子具体操作的程序是：自称快递公司人员先给诸位打电话(随机)，告诉你有快递物品，但由于天气潮湿看不清你具体地址、姓名，只知道电话，请你提供地址、姓名，然后真有快递公... http://t.cn/zTdoegE
395,40分钟的生命权值多少钱？美国一死囚执行死刑前，照例大吃一顿。这家伙吃了大餐还喝了红酒，没想突发脑溢血当场挂了。比执行死刑早死了40分钟。其亲属因此状告监狱：救护不力，明知高血压还让喝酒，让死囚丧失了本应享受40分钟的美好生命。官司赢了。40分钟的价值是350万美元。（网摘）
396,用一次性筷子做笋干炒肉，好吃哦.。。。。。 via 亮兄本尊 [转]
397,用一次性筷子做笋干炒肉，好吃哦    via亮兄本尊
398,原来大黄鸭子是国人弄死的，火了：香港方面称，充气大黄鸭在港不幸爆掉，乃大陆沈阳某旅行团的胡某扔烟头所致。此旅行团13日晚搭乘豪华客轮「莫利亚第」号经过大黄鸭旁，胡某向其投掷了30个点燃的烟头并向周围游客表示“不信弄不死你”，昨晚大黄鸭倒下后经导游指认港警已将其收监
399,香港方面称，充气大黄鸭在港不幸爆掉，乃大陆沈阳某旅行团的胡某扔烟头所致。此旅行团13日晚搭乘豪华客轮「莫利亚第」号经过大黄鸭旁，胡某向其投掷了30个点燃的烟头并向周围游客表示“不信弄不死你”，昨晚大黄鸭倒下后经导游指认港警已将其收监
400,香港方面称，充气大黄鸭在港不幸爆掉，乃大陆沈阳某旅行团的胡某扔烟头所致。此旅行团13日晚搭乘豪华客轮「莫利亚第」号经过大黄鸭旁，胡某向其投掷了30个点燃的烟头并向周围游客表示“不信弄不死你”，昨晚大黄鸭倒下后经导游指认港警已将其收监
401,用一次性筷子做笋干炒肉，好吃哦[转发](by亮兄本尊)
402,原来大黄鸭子是国人弄死的，火了：香港方面称，充气大黄鸭在港不幸爆掉，乃大陆沈阳某旅行团的胡某扔烟头所致。此旅行团13日晚搭乘豪华客轮「莫利亚第」号经过大黄鸭旁，胡某向其投掷了30个点燃的烟头并向周围游客表示“不信弄不死你”，昨晚大黄鸭倒下后经导游指认港警已将其收监
403,【还有什么是可以放心吃的？】@亮兄本尊：用一次性筷子做笋干炒肉！[生病]
404,【大黄鸭“暴毙”系大陆游客所为？[吃惊]】“愛NI_Gg囡”：香港方面称，充气大黄鸭在港不幸爆掉，乃沈阳某旅行团的胡某扔烟头所致。此旅行团13日晚搭乘豪华客轮「莫利亚第」号经过大黄鸭旁，胡某向其投掷了30个点燃的烟头并向周围游客表示“不信弄不死你”，后经导游指认港警已将其收监。via@珠江晚报
405,香港警方宣布，全球最大充气大黄鸭遭到大陆沈阳旅行团胡某投掷30多个烟头后爆炸漏气。胡某一边投掷烟头并向边上的游客声称“不信弄不死你”。大黄鸭倒下后经过导游指认胡某被警方收监。
406,【还有什么是可以放心吃的？】@亮兄本尊：用一次性筷子做笋干炒肉，好吃哦
407,用一次性筷子做笋干炒肉 http://t.cn/zTedBvi
408,【一个死囚的40分钟 “天价”生命】54岁的美国死囚乔·哈里斯，应在2012年11月27日下午两点执行死刑，死前最后一餐，这家伙吃了大餐还喝了红酒，没想突发脑溢血当场挂了，早死了40分钟。其亲属因此状告监狱，明知高血压还让喝酒，让他丧失了40分钟的美好生命。最后，官司赢了，亲属获赔350万美元。(转)
409,美国死囚乔·哈里斯，应在2012年11月27日下午两点执行死刑，死前最后一餐，他吃大了餐喝了红酒，没想突发脑溢血当场挂了，早死了40分钟。其亲属因此状告监狱，明知高血压还让喝酒，让他丧失了40分钟的美好生命。最后，官司赢了，亲属获赔350万美元。[bm抬腿]「坑爹事天天有，请关注@今天真坑爹 」
410,【一个死囚的40分钟 “天价”生命】54岁的美国死囚乔·哈里斯，应在2012年11月27日下午两点执行死刑，死前最后一餐，这家伙吃了大餐还喝了红酒，没想突发脑溢血当场挂了，早死了40分钟。其亲属因此状告监狱，明知高血压还让喝酒，让他丧失了40分钟的美好生命。最后，官司赢了，亲属获赔350万美元。(转)
411,西班牙《国家报》：【逍遥法外的红色小王子】，在近两个月的沉寂中，人们似乎已将其淡忘。同时据北京消息，李天一案中被“轮奸”女孩已撤回供词，李天一不负任何刑事责任，只需做义工300到400小时！此外，李天一赴美的计划仍在进行中。法律面前人人平等依旧是笑谈，“钱”似乎可以解决一切！求辟谣！！
412,2013年3月5日，《明报》做了题目为《如果有来生，你愿不愿意再做中国人？》的投票调查，截止4月18日晚8时的投票结果是，在89896名投票中，竟然有高达92%的网民称来生不再愿再做中国人！不做中国人的理由是：做中国人没有尊严、没有公正、没有希望。
413,最新通知：國內海關新規定，今年6月1日之後所有進入中國境內的包裹以及任何形式的運輸容器中不能有超過2罐的奶粉，超過的話要如數退回，消息確鑿，中國海關已經通知了各大物流運營商，各位媽媽們趕緊囤貨了！
414,@kimka1913 :昨晚从北京站行至台基厂，有辆布加迪压车霸道，我老公鸣笛提醒，结果 一个小个子男人从车上下来就挑衅，说我用手机拍他的车，狂得不行，还动手打了我和我老公。我只好报警。后来才知此人就是所谓京城四少之一王烁。经警方调解，最后王烁在电话里两次向我道歉。人有点钱，就可以这样作吗？
415,今天2013年5月17日早上区伯路过豪贤路肉菜市场门口，看到一辆警车前后号牌都用“武警特勤”牌子遮盖住。警车也遮挡车牌？于是区伯上前质问司机，再细看，原来是一辆公车假冒“武警特勤”车。司机是中国银行领导张振龙，被遮盖的原车牌粤A06888，于是区伯马上报警，广东电视台也到场采访。
416,【重要提醒！花露水属易燃品 涂完别马上做饭】夏天来了，蚊子也来了，需注意的是：花露水属易燃品，涂抹完之后不要马上做饭、抽烟等。花露水的酒精浓度达70%-75%；且燃点低，一般24℃就能燃烧。花露水燃烧有多可怕？看动态图就知道了。切记！速速转走。（央视新闻）
417,【中菲友谊】2010年8名香港人在菲律宾被枪杀，一个月后菲总统访华，得500亿美元订单大礼。4个月后菲获赠价值1千多万的8辆“流动医疗车”3个多月后，菲海军以“执法”名义扣中国渔船和5名渔民。10天后，菲遭天灾，中国送上的慰问金超过美、日、韩、法国的总和。！（转）
418,40分钟的生命权值多少钱？美国一死囚执行死刑前，照例大吃一顿。这家伙吃了大餐还喝了红酒，没想突发脑溢血当场挂了。比执行死刑早死了40分钟。其亲属因此状告监狱：救护不力，明知高血压还让喝酒，让死囚丧失了本应享受40分钟的美好生命。官司赢了。40分钟的价值是350万美元。@袁裕来律师 @徐昕
419,"大家買牙膏請留心,买牙膏时注意牙膏管反面底部的颜色条,尽量选择绿色和蓝色.共分4种:绿、蓝、红、黑. 绿色:纯天然； 蓝色:天然+药物； 红色:天然+化学成分； 黑色:纯化学。   亲们,快去查查自家的牙膏管底部的颜色吧[偷笑]"
420,【小崔说事】卫生部部长接受采访时说：我们免费为一农村大妈做了白内障手术。当摘下纱布时她看见了，她的确要感谢党！感谢政府！靠她自己，她一辈子也做不起这个手术。小崔问道：她辛苦一辈子，连个白内障手术都做不起，那她得恨谁呢？（转）
421,【朝鲜战争为何停战】传：板门店谈判前彭德怀要求在铁原挡住美军两周，结果只挡了2天，63军3万多人打得只剩1400人。对上甘岭， 美军表面佯攻，实则运用优势火炮诱敌集中歼灭， 结果美军伤亡400多，志愿军遗尸37000多。 视频传到美国内，引发反战浪潮，美民众和议员大骂美军屠夫，直接促成停战谈判！
422,【数学不好？电击一下试试？】哈佛大学最新研究成果表明，连续5天给大脑做20分钟电击，数字推理运算能力可提高28%。研究者称，他们所用的电流很轻，相当于5号电池，被电者不会有任何疼痛不适。他们希望将这项成果在世界各地中小型推广，帮助那些数学不好的孩纸。 via微天下
423,【加速韩战停战原因之一】板门店谈判前彭德怀要求在铁原挡住美军两周，63军3万多人打得只剩1千多人。上甘岭， 美军佯攻，实则用优势火炮集中歼灭， 结果美军伤亡少数，志愿军遗尸37000多。 视频传到美国内，引发反战浪潮，美民众和议员大骂美军屠夫，直接促成停战谈判！转@薛蛮子 @作家崔成浩 @袁腾飞
424,"【朝鲜战争为何停战?】肖仲华:板门店谈判前彭德怀要求在铁原挡住美军两周,结果只挡了两天,63军3万多人打得只剩1400人.对上甘岭,美军表面佯攻,实则运用优势火炮诱敌集中歼灭,结果美军伤亡400多人,志愿军遗尸37000多.视频传到美国内,引发反战浪潮,美民众和议员大骂美军屠夫,直接促成停战谈判!各位以为然?"
425,【宁波一中学图书馆无门无管理员 馆名叫“信任” 】有人问：怎么不设管理员？校长：6人一年30万工资，只要丢书不超30万就值；偷书是受教育不够，多看书多受教育，偷拿过书也会放回书架。年终盘点，原来10万册书变成了10万6千册。不教而诛谓之虐，为什么总有人说中国人素质低？
426,"又一批共17种""问题食品""曝光！国人要睁大眼、闭紧嘴巴哦！ 1、【兰州拉面】不能吃了！ 南京电视台做了一个关于它的节目。所有兰州拉面馆都在使用拉面剂，拉面剂主要成份是蓬灰，这种化学物质含有大量致癌物质--砷。现在所有的兰州拉面都用这种制剂来... http://t.cn/zHwzOO0"
427,【转帖】今夜，三牌楼大街，亲身经历绑架事件 南京的姑娘都长点心了！！！现在人贩子太恐怖了！！！！ 原帖地址：http://t.cn/zHwjZDd
428,"赶紧检查一下你家里的牙膏，如果是黑色条赶紧扔掉！大家買牙膏請留心,买牙膏时注意牙膏管反面底部的颜色条,今天才知道，原来颜色条有含义的，尽量选择绿和蓝，共分4种:绿色:纯天然；蓝色:天然+药物；红色:天然+化学成分；黑色:纯化学。 国内的牙膏包括儿童牙膏居然大多都是化学的，太过分了[可怜]"
429,【全国人民死不瞑目的日子终于要来了】国家卫生计生委表示，正在制定强制性文件，将适时要求全国每一例死亡后捐献器官。 马勒戈壁的，死人都不放过！
430,【中国人有几个知道?】《美国地理杂志》报道，根据美国遥感测绘卫星的数据：中国的国土面积只有712万平方公里。图片：第一张，1919年，民国北洋政府时期的国土面积。第二张1949年，国民政府撤离大陆时留下的是1141万8174平方公里的国土面积。现在中国的国土面积只有712万平方公里。@元芳视角@杂谈五味
431,今天才知道牙膏尾巴上的学问！彩条共四种，绿色，蓝色，红色，黑色。绿色=纯天然。蓝色=天然+药物。红色=天然+化学成分。黑色=纯化学！国内的牙膏包括儿童牙膏居然大多是化学的。刚才赶紧看了看球球的，还好是蓝色。以后买牙膏要留神了啊。
432,刚学了个知识，和大家分享一下：如何判断你的牙膏是否健康。在每个牙膏袋的尾部都有个色块，绿色表示牙膏成份纯天然，蓝色表示天然且含药物，红色表示含化学成份，黑色表示纯化学成份合成。建议大家使用绿色和蓝色的，快看看你家的牙膏健康吗?
433,刚学了个知识，和大家分享一下：如何判断你的牙膏是否健康。在每个牙膏袋的尾部都有个色块，绿色表示牙膏成份纯天然，蓝色表示天然且含药物，红色表示含化学成份，黑色表示纯化学成份合成。建议大家使用绿色和蓝色的，快看看你家的牙膏健康吗? via @桃桃琳
434,刚学了个知识，和大家分享一下：如何判断你的牙膏是否健康。在每个牙膏袋的尾部都有个色块，绿色表示牙膏成份纯天然，蓝色表示天然且含药物，红色表示含化学成份，黑色表示纯化学成份合成。建议大家使用绿色和蓝色的，快看看你家的牙膏健康吗? via  桃桃琳
435,大家买牙膏请留心，买牙膏时注意下牙膏管反面底部的颜色条，原来颜色条有含义啊！尽量选择绿色和蓝色，共分4种:绿、蓝、红、黑。 绿色:纯天然 蓝色:天然+药物 红色:天然+化学成分 黑色:纯化学 国内的儿童牙膏居然大多是化学的，  你知道以后如何选择！
436,【宁波一中学图书馆无门无管理员 馆名叫“信任” 】有人问：怎么不设管理员？校长：6人一年30万工资，只要丢书不超30万就值；偷书是受教育不够，多看书多受教育，偷拿过书也会放回书架。年终盘点，原来10万册书变成了10万6千册。不教而诛谓之虐，为什么总有人说中国人素质低？(BY_-冰翼-_)
437,【转帖】今夜，三牌楼大街，亲身经历绑架事件 南京的姑娘都长点心了！！！现在人贩子太恐怖了！！！！via@宫小欣等等等等等等等  原帖地址：http://t.cn/zHwjZDd
438,【转帖】今夜，三牌楼大街，亲身经历绑架事件 南京的姑娘都长点心了！！！现在人贩子太恐怖了！！！！via@宫小欣等等等等等等等 原帖地址：http://t.cn/zHwjZDd
